1,1,0.0033222591362126247,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
30,2,0.09966777408637874,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One night, Transportation: Car, Souvenirs: Waterpipe])
31,1,0.10299003322259136,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
31,2,0.10299003322259136,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Diner, Time of arrival: Evening, Day of the week: Friday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
32,1,0.10631229235880399,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
32,2,0.10631229235880399,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Dancing, Time of arrival: Evening, Day of the week: Thursday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
33,1,0.10963455149501661,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
33,2,0.10963455149501661,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Public transport, Souvenirs: Cheese])
34,1,0.11295681063122924,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
34,2,0.11295681063122924,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Dancing, Time of arrival: Evening, Day of the week: Wednesday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
35,1,0.11627906976744186,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
35,2,0.11627906976744186,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Diner, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One week, Transportation: Public transport, Souvenirs: Tulips])
36,1,0.11960132890365449,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
36,2,0.11960132890365449,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Museum, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Combination, Souvenirs: Tulips])
37,1,0.12292358803986711,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
37,2,0.12292358803986711,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Sunday, Duration: One week, Transportation: Public transport, Souvenirs: Waterpipe])
38,1,0.12624584717607973,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
38,2,0.12624584717607973,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Sunday, Duration: One night, Transportation: Combination, Souvenirs: Tulips])
39,1,0.12956810631229235,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
39,2,0.12956810631229235,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Dancing, Time of arrival: Evening, Day of the week: Thursday, Duration: One week, Transportation: Car, Souvenirs: Tulips])
40,1,0.132890365448505,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
40,2,0.132890365448505,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Waterpipe])
41,1,0.1362126245847176,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
41,2,0.1362126245847176,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One night, Transportation: Car, Souvenirs: Waterpipe])
42,1,0.13953488372093023,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
42,2,0.13953488372093023,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Dancing, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Cheese])
43,1,0.14285714285714285,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
43,2,0.14285714285714285,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Public transport, Souvenirs: Cheese])
44,1,0.1461794019933555,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
44,2,0.1461794019933555,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Dancing, Time of arrival: Evening, Day of the week: Saturday, Duration: One week, Transportation: Car, Souvenirs: Cheese])
45,1,0.14950166112956811,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
45,2,0.14950166112956811,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Diner, Time of arrival: Morning, Day of the week: Sunday, Duration: One week, Transportation: Car, Souvenirs: Tulips])
46,1,0.15282392026578073,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
46,2,0.15282392026578073,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Morning, Day of the week: Saturday, Duration: One week, Transportation: Combination, Souvenirs: Tulips])
47,1,0.15614617940199335,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
47,2,0.15614617940199335,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Dancing, Time of arrival: Evening, Day of the week: Sunday, Duration: One week, Transportation: Car, Souvenirs: Tulips])
48,1,0.15946843853820597,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
48,2,0.15946843853820597,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Diner, Time of arrival: Evening, Day of the week: Sunday, Duration: One week, Transportation: Combination, Souvenirs: None])
49,1,0.16279069767441862,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
49,2,0.16279069767441862,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Afternoon, Day of the week: Saturday, Duration: One week, Transportation: Public transport, Souvenirs: Waterpipe])
50,1,0.16611295681063123,BoulwareNegotiationParty@0,(Offer  bid:Bid[Venue: Museum, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One day, Transportation: Public transport, Souvenirs: Tulips])
50,2,0.16611295681063123,boa-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_BS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_AS-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OM_l-C..Users.Wouter.Documents.Study.Documents.Year.4.Multi.agent.systems.Project.Project.Code.win.win.bin.mas2021.group5.Group5_OMS_t@1,(Offer  bid:Bid[Venue: Shopping, Time of arrival: Afternoon, Day of the week: Sunday, Duration: One week, Transportation: Car, Souvenirs: None])
